customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1012,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.90603474953451,4399.939593052987,Yes
CUST1013,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.60714983227663,2593.6927467488354,No
CUST1014,Female,0,No,No,45,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,54.46845766409032,2439.806957462782,No
CUST1015,Male,1,No,No,28,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),82.75445816681275,2314.485313479905,No
CUST1016,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,70.31909862422141,1051.0108335825014,Yes
CUST1017,Female,0,Yes,No,4,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.8188670027192,361.6045045228597,Yes
CUST1018,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,80.33552098768331,324.4105438793192,Yes
CUST1019,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),90.41572371594629,2614.480383010759,Yes
CUST1020,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.28997315864636,3389.6650226923216,Yes
CUST1021,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,82.07762686059334,330.4319593293143,No
CUST1022,Female,0,No,No,12,No,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,85.89887359538947,1044.545255521035,Yes
CUST1023,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.06821666993942,4561.157784691523,Yes
CUST1024,Female,0,Yes,Yes,49,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,74.46583602485543,3649.2281033972986,No
CUST1025,Female,0,No,No,13,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.91426025820029,545.2757179293125,Yes
CUST1026,Female,0,No,Yes,45,No,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,76.42856720760763,3437.0561157702396,Yes
CUST1027,Female,1,No,Yes,33,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,47.873134157804046,1570.332322541277,Yes
CUST1028,Female,0,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.14650810018455,4503.554408581342,No
CUST1029,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.75353421021208,3562.8417369756476,No
CUST1030,Male,0,Yes,Yes,59,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,35.471949127596325,2078.9235202514938,No
CUST1031,Male,0,Yes,No,10,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,31.596750254110688,323.0739184430908,No
CUST1032,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),26.03458146610221,1278.046004917272,No
CUST1033,Female,0,No,No,3,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),52.263938588338064,161.07742916633856,Yes
CUST1034,Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,93.08970316962068,3725.1151401734114,Yes
CUST1035,Male,0,No,No,58,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.11443411926413,4246.375660579869,No
CUST1036,Female,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,72.8563108308787,4301.563261336978,No
CUST1037,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.10657453034528,5256.728477992147,Yes
CUST1038,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.8556779997047,1756.6508347051765,Yes
CUST1039,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),78.379316986383,2499.845820001715,Yes
CUST1040,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,92.84697986249013,1659.8090312781462,No
CUST1041,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,89.89719621173192,5038.031631968124,Yes
CUST1042,Female,1,No,No,14,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.86459109255733,905.6286947169216,No
CUST1043,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),88.13722993546313,3517.953384769185,No
CUST1044,Female,0,Yes,Yes,68,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.50526161324657,5420.238078459872,No
CUST1045,Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,76.20729631920463,4517.212727356508,Yes
CUST1046,Female,0,No,No,21,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.40646074159946,1831.1880796304756,No
CUST1047,Male,0,Yes,No,42,Yes,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.970341572469714,1572.26848271896,No
CUST1048,Female,0,No,No,31,Yes,No,No,No,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),28.236994558102417,879.5519124346599,No
CUST1049,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,63.417868993387586,735.4580287438923,No
CUST1050,Male,0,No,No,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,73.3405106361639,2725.306676942512,No
CUST1051,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),84.7869151476378,2132.1122623670976,No
CUST1052,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.34243791890971,329.03430844296855,No
CUST1053,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),85.84850873750274,4122.232379740972,No
CUST1054,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,60.13933518285377,236.70904733900178,Yes
CUST1055,Female,1,Yes,No,70,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,89.10174870160648,6229.905278800598,Yes
CUST1056,Female,0,Yes,No,47,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,76.80772979482725,3602.348114166206,No
CUST1057,Male,0,No,No,17,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.42637577092064,1375.1731464771135,No
CUST1058,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.53074747089661,412.5730172452087,Yes
CUST1059,Male,0,No,No,65,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,22.60191404588765,1474.227377715237,No
CUST1060,Male,0,No,No,41,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.48519125768871,2825.257630346595,Yes
CUST1061,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),77.81585391287854,3966.2847256361547,No
CUST1062,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.42686799082605,730.6600571559155,No
CUST1063,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,80.77544307183126,2027.8925045766216,Yes
CUST1064,Male,0,No,No,20,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.09000874538067,872.6663525500512,Yes
CUST1065,Female,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,71.07263088698991,4614.539772977651,No
CUST1066,Female,0,No,No,39,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),22.823072861183295,888.8127578715802,No
CUST1067,Male,0,Yes,Yes,55,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.048733030828956,2413.853411201177,Yes
CUST1068,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.46371443920147,3874.305912887953,No
CUST1069,Female,1,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.96308609411128,1270.7848701308578,Yes
CUST1070,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.75119799583234,4229.280262344573,Yes
CUST1071,Female,1,No,No,4,Yes,No,No,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),41.82305629006384,169.38741709513545,Yes
CUST1072,Male,0,Yes,Yes,13,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,42.50121314840066,554.5923985841292,No
CUST1073,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.60235537970566,2403.3814333344258,Yes
CUST1074,Male,0,Yes,No,67,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Mailed check,82.95369185300123,5562.376292445257,Yes
CUST1075,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.84103776653441,4587.56855736866,No
CUST1076,Female,1,No,Yes,47,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,92.26069094047568,4323.473967755348,No
CUST1077,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,75.24274958232219,3453.3542970809563,Yes
CUST1078,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.79509940056602,5451.576997655395,Yes
CUST1079,Female,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,86.4581307055046,6247.5641953379245,No
CUST1080,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.48250664857119,200.0999275657096,Yes
CUST1081,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.79191183257504,679.5401548766661,No
CUST1082,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.14678736677152,1731.7737055950038,Yes
CUST1083,Female,0,Yes,No,3,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,91.75977457910476,261.2819646357101,Yes
CUST1084,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,80.48188253879262,652.7200905678442,No
CUST1085,Male,0,No,Yes,0,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,71.84835051627165,0.8158030714858439,No
CUST1086,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),80.4901555450628,2749.3788256309967,Yes
CUST1087,Male,0,No,No,11,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),32.64098566421342,365.4300561927058,Yes
CUST1088,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,84.86332547705905,1455.2260871275491,No
CUST1089,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,63.887435212036394,572.1519627237722,Yes
CUST1090,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,79.78138693223943,1357.8695627641393,No
CUST1091,Female,0,No,No,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.87667939128235,1988.4205586715275,Yes
CUST1092,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,85.68851325699403,0.0,Yes
CUST1093,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.33426572761033,5849.703530217734,Yes
CUST1094,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),77.2244527394686,1150.8920597683457,Yes
CUST1095,Female,0,No,Yes,14,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Credit card (automatic),57.57832829953492,812.4164836664742,No
CUST1096,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),90.51090180056049,5520.204152563831,No
CUST1097,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,78.87291409078566,317.26056515331396,Yes
CUST1098,Female,0,No,No,44,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.45493208308878,2937.504217863411,No
CUST1099,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,34.55729409015628,1760.7725720649971,No
CUST1100,Male,0,No,Yes,70,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,56.689714903489445,3971.1609679179787,Yes
CUST1101,Female,0,Yes,No,6,No,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),64.80090164380309,399.0444995236195,Yes
CUST1102,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,84.1383526427638,2184.3466720079764,No
CUST1103,Female,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),83.39402270005718,997.6074530630666,Yes
CUST1104,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,52.56906815403582,827.3266190913577,Yes
CUST1105,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.91554420604623,4423.594684364071,Yes
CUST1106,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,71.57973983442218,870.3175810496009,No
CUST1107,Female,0,No,No,72,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,36.121805453991726,2594.8566478494017,No
CUST1108,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.89264705039419,288.3949158786506,No
CUST1109,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,72.12192920643798,2301.524328400795,Yes
CUST1110,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.75594664460137,183.53138920281378,No
CUST1111,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.22954899119978,2650.5277499781405,No
CUST1112,Female,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.56463421125818,6601.07807098365,Yes
CUST1113,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,86.43709490820848,1314.942216418777,No
CUST1114,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.87565216630539,856.8431563780755,No
CUST1115,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.16136581237467,3369.95811831941,Yes
CUST1116,Male,0,Yes,Yes,57,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,92.9109339358373,5297.144448146572,Yes
CUST1117,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),79.32312631700847,4291.060701979221,No
CUST1118,Female,1,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),92.75797037092687,3138.1412158734274,No
CUST1119,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,87.8288749484085,2110.1766209837374,No
CUST1120,Female,0,No,No,71,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.67978554866448,4164.875597573079,No
CUST1121,Male,1,No,No,60,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,68.0523004691698,4086.562047336874,Yes
CUST1122,Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.21723679940115,1506.683213084704,No
CUST1123,Male,1,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),79.5803466935593,4536.821396625399,No
CUST1124,Male,0,No,No,56,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.25243810136935,2697.597961673334,No
CUST1125,Female,1,No,Yes,62,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,63.966901534224554,3974.270576334639,No
CUST1126,Female,0,No,No,11,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,53.392391592604596,593.2903448484967,No
CUST1127,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,83.91920888874436,849.2752856105895,No
CUST1128,Female,0,No,No,12,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.81650055588233,957.7176517965667,No
CUST1129,Female,0,No,No,34,No,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.55245400943406,999.5318737654908,Yes
CUST1130,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),67.67572949116679,1777.8925545971638,No
CUST1131,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),90.32390637610781,5952.433867923748,Yes
CUST1132,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,98.53086054981394,4345.903948118293,No
CUST1133,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Electronic check,85.01964927491277,5621.753113034086,Yes
CUST1134,Male,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),92.02657537680906,1939.0858911713267,Yes
CUST1135,Male,0,Yes,Yes,41,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.79276451798023,3844.918624739134,No
CUST1136,Male,1,Yes,No,19,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.19265858888042,1829.6964881901258,Yes
CUST1137,Male,0,No,No,47,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),64.31816922909057,3017.086240089496,No
CUST1138,Male,1,Yes,No,17,Yes,No phone service,No,Yes,No,No,No,No,No,One year,No,Credit card (automatic),26.297081578322963,431.94124591816825,No
CUST1139,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.4393436963079,6374.875304080762,Yes
CUST1140,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.81169009705863,402.9065378461811,No
CUST1141,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.54741853939268,3125.6545225010123,Yes
CUST1142,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.76839669602667,797.5416424534312,Yes
CUST1143,Female,0,Yes,No,24,Yes,Yes,No,No,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),37.38697849790579,890.2545507629122,No
CUST1144,Female,0,Yes,No,54,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.14889358750622,4274.70873665791,Yes
CUST1145,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),95.81292506804382,5468.854270828568,Yes
CUST1146,Male,1,No,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),67.48539393386281,2430.498066729294,No
CUST1147,Male,0,Yes,Yes,15,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,51.40392185025578,792.8988812109252,No
CUST1148,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,87.41052003287587,6029.135660311014,No
CUST1149,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,86.77946720188923,6248.265661722963,Yes
CUST1150,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,75.68584698635763,2737.90385684461,No
CUST1151,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.2672499369453,3858.106925589464,No
CUST1152,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.67957642914237,1358.349626124628,Yes
CUST1153,Male,0,No,No,17,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.35943898929166,736.2202940304578,No
CUST1154,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,88.81848652420148,1607.122208249335,Yes
CUST1155,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),73.92398825580933,3181.0024704208004,No
CUST1156,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.92369520486501,100.8511713153915,Yes
CUST1157,Female,1,No,Yes,57,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,64.59680814127857,3686.277467831196,No
CUST1158,Male,0,Yes,No,9,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.03004329848042,703.3821303890634,Yes
CUST1159,Female,0,No,No,45,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),84.12117929213598,3792.0006930209374,Yes
