"Customer ID","Tenure (months)","Contract","Risk Level","Churn Probability","Recommendation"
"CUST00140","0","Month-to-month","Medium","0.6081066794748046","Targeted loyalty offer"
"CUST00141","62","One year","Low","0.2179752905830728","Regular satisfaction survey"
"CUST00142","20","One year","Low","0.37854400327852944","Regular satisfaction survey"
"CUST00143","29","Two year","Low","0.033577884820237255","Regular satisfaction survey"
"CUST00144","12","One year","Low","0.22848656069532963","Regular satisfaction survey"
"CUST00145","33","One year","Low","0.05361524368584034","Regular satisfaction survey"
"CUST00146","3","One year","Low","0.25710303348237024","Regular satisfaction survey"
"CUST00147","27","Month-to-month","Low","0.2769938532812587","Regular satisfaction survey"
"CUST00148","58","Month-to-month","Low","0.1772706503591662","Regular satisfaction survey"
"CUST00149","26","Month-to-month","Low","0.3072262068089223","Regular satisfaction survey"
"CUST00150","68","Two year","Low","0.10516361195730074","Regular satisfaction survey"
"CUST00151","24","Two year","Low","0.04220546202339133","Regular satisfaction survey"
"CUST00152","2","Two year","Low","0.3718344517983293","Regular satisfaction survey"
"CUST00153","67","Month-to-month","Low","0.02288787351145357","Regular satisfaction survey"
"CUST00154","24","One year","Low","0.3098045018730051","Regular satisfaction survey"
"CUST00155","19","Two year","Medium","0.47731997503342943","Targeted loyalty offer"
"CUST00156","33","Two year","Low","0.04722809925201375","Regular satisfaction survey"
"CUST00157","25","Month-to-month","Medium","0.43584634827744906","Targeted loyalty offer"
"CUST00158","4","Two year","Low","0.09836297055527266","Regular satisfaction survey"
"CUST00159","60","One year","Low","0.06561019231745537","Regular satisfaction survey"
"CUST00160","8","Month-to-month","Low","0.20657409563675083","Regular satisfaction survey"
"CUST00161","49","Month-to-month","Low","0.12962883853054666","Regular satisfaction survey"
"CUST00162","5","One year","Low","0.23795720766245887","Regular satisfaction survey"
"CUST00163","59","One year","Low","0.05460505126094438","Regular satisfaction survey"
"CUST00164","43","One year","Low","0.0307316712593548","Regular satisfaction survey"
"CUST00165","10","Two year","Low","0.09191125510318604","Regular satisfaction survey"
"CUST00166","65","One year","Low","0.1403194633120213","Regular satisfaction survey"
"CUST00167","46","Month-to-month","Low","0.10715647946057155","Regular satisfaction survey"
"CUST00168","2","One year","Medium","0.43094368887967627","Targeted loyalty offer"
"CUST00169","29","Month-to-month","Medium","0.690711438257967","Targeted loyalty offer"
"CUST00170","20","Month-to-month","High","0.8473628721822661","Offer 1-year contract with 15% discount"
"CUST00171","27","Two year","Low","0.0616691432962121","Regular satisfaction survey"
"CUST00172","61","One year","Low","0.22500657799806187","Regular satisfaction survey"
"CUST00173","32","Two year","Low","0.12793968542904724","Regular satisfaction survey"
"CUST00174","34","One year","Low","0.2079621801832817","Regular satisfaction survey"
"CUST00175","51","One year","Low","0.036012870623688104","Regular satisfaction survey"
"CUST00176","33","One year","Low","0.3236822056755482","Regular satisfaction survey"
"CUST00177","40","One year","Low","0.2639920070172221","Regular satisfaction survey"
"CUST00178","50","One year","Low","0.057917112885340884","Regular satisfaction survey"
"CUST00179","46","Month-to-month","Low","0.16280562376459518","Regular satisfaction survey"
"CUST00180","57","Month-to-month","Low","0.19339778928387635","Regular satisfaction survey"
"CUST00181","56","One year","Low","0.20204603151948","Regular satisfaction survey"
"CUST00182","22","Month-to-month","Medium","0.4127926987163825","Targeted loyalty offer"
"CUST00183","47","Two year","Low","0.1474947225443339","Regular satisfaction survey"
"CUST00184","21","Two year","Low","0.24238767894790486","Regular satisfaction survey"
"CUST00185","16","Two year","Low","0.10060816000414134","Regular satisfaction survey"
"CUST00186","68","One year","Low","0.06704426894788111","Regular satisfaction survey"
"CUST00187","10","One year","Low","0.21729656165460662","Regular satisfaction survey"
"CUST00188","14","Month-to-month","Low","0.396831833474598","Regular satisfaction survey"
"CUST00189","34","Month-to-month","Medium","0.4794659880196459","Targeted loyalty offer"
"CUST00190","32","Month-to-month","Low","0.12254273658753563","Regular satisfaction survey"
"CUST00191","15","Two year","Low","0.39467193752388396","Regular satisfaction survey"
"CUST00192","33","Two year","Low","0.2467464875427889","Regular satisfaction survey"
"CUST00193","65","Two year","Low","0.028866728003664053","Regular satisfaction survey"
"CUST00194","39","Two year","Low","0.059412279470183856","Regular satisfaction survey"
"CUST00195","27","Month-to-month","High","0.7527117370475522","Offer 1-year contract with 15% discount"
"CUST00196","46","One year","Low","0.0446016399378743","Regular satisfaction survey"
"CUST00197","38","One year","Medium","0.44427214803085807","Targeted loyalty offer"
"CUST00198","69","Two year","Low","0.01002023114748303","Regular satisfaction survey"
"CUST00199","19","One year","Low","0.17444881051984834","Regular satisfaction survey"
"CUST00200","0","One year","Low","0.20534194178946724","Regular satisfaction survey"
"CUST00201","71","One year","Low","0.0469903489798003","Regular satisfaction survey"
"CUST00202","62","Two year","Low","0.09526724628187375","Regular satisfaction survey"
"CUST00203","66","Month-to-month","Low","0.17120287241186863","Regular satisfaction survey"
"CUST00204","3","Month-to-month","Medium","0.5857405188370398","Targeted loyalty offer"
"CUST00205","57","One year","Low","0.04453210553998746","Regular satisfaction survey"
"CUST00206","24","Month-to-month","Low","0.2576137578840433","Regular satisfaction survey"
"CUST00207","46","Month-to-month","Medium","0.43493096531005415","Targeted loyalty offer"
"CUST00208","37","Two year","Low","0.28341788420402825","Regular satisfaction survey"
"CUST00209","14","Two year","Low","0.05949424519854525","Regular satisfaction survey"
"CUST00210","62","One year","Low","0.04641558581735127","Regular satisfaction survey"
"CUST00211","20","One year","Medium","0.5479593477023995","Targeted loyalty offer"
"CUST00212","56","One year","Low","0.35224525801158535","Regular satisfaction survey"
"CUST00213","52","Two year","Low","0.026021971769472838","Regular satisfaction survey"
"CUST00214","45","Month-to-month","Medium","0.5492626305473602","Targeted loyalty offer"
"CUST00215","13","Two year","Low","0.04125471319836001","Regular satisfaction survey"
"CUST00216","16","Two year","Low","0.0801153360642061","Regular satisfaction survey"
"CUST00217","38","Month-to-month","Medium","0.4977644416254919","Targeted loyalty offer"
"CUST00218","8","Month-to-month","Low","0.339823897348572","Regular satisfaction survey"
"CUST00219","5","One year","Low","0.13842678061055338","Regular satisfaction survey"
"CUST00220","22","Month-to-month","Low","0.20760957671936253","Regular satisfaction survey"
"CUST00221","58","Month-to-month","Low","0.11005629057828677","Regular satisfaction survey"
"CUST00222","45","Month-to-month","Low","0.1255245396672829","Regular satisfaction survey"
"CUST00223","37","Month-to-month","Low","0.1262076626536561","Regular satisfaction survey"
"CUST00224","13","One year","Low","0.1504241530201329","Regular satisfaction survey"
"CUST00225","71","One year","Low","0.16472792990562385","Regular satisfaction survey"
"CUST00226","61","Month-to-month","Low","0.09017954555524758","Regular satisfaction survey"
"CUST00227","34","Month-to-month","Medium","0.6529171257036815","Targeted loyalty offer"
"CUST00228","18","One year","Medium","0.5269040387957594","Targeted loyalty offer"
"CUST00229","29","One year","Low","0.11371972855697592","Regular satisfaction survey"
"CUST00230","24","Month-to-month","Low","0.3973947172611315","Regular satisfaction survey"
"CUST00231","39","Two year","Low","0.23197086993463434","Regular satisfaction survey"
"CUST00232","13","One year","Medium","0.4114650564933189","Targeted loyalty offer"
"CUST00233","25","One year","Low","0.14893754744222212","Regular satisfaction survey"
"CUST00234","21","One year","Low","0.07149334322445755","Regular satisfaction survey"
"CUST00235","47","Month-to-month","Medium","0.4438469728641598","Targeted loyalty offer"
"CUST00236","50","Month-to-month","Medium","0.5591526781446104","Targeted loyalty offer"
"CUST00237","2","One year","Medium","0.6428534003117299","Targeted loyalty offer"
"CUST00238","41","Month-to-month","Low","0.3094577920446975","Regular satisfaction survey"
"CUST00239","18","Month-to-month","Medium","0.6647711288701563","Targeted loyalty offer"
"CUST00240","27","One year","Low","0.31692679382249955","Regular satisfaction survey"
"CUST00241","44","Month-to-month","Low","0.15989688577943778","Regular satisfaction survey"
"CUST00242","70","Two year","Low","0.02734873048028946","Regular satisfaction survey"
"CUST00243","62","Month-to-month","Low","0.38120753525395173","Regular satisfaction survey"
"CUST00244","18","Month-to-month","Low","0.27693867872124894","Regular satisfaction survey"
"CUST00245","46","One year","Low","0.04621899684375529","Regular satisfaction survey"
"CUST00246","13","One year","Low","0.1844636596062795","Regular satisfaction survey"
"CUST00247","37","Two year","Low","0.04553181167445319","Regular satisfaction survey"
"CUST00248","52","Month-to-month","Low","0.1974535077475694","Regular satisfaction survey"
"CUST00249","60","Two year","Low","0.07467841490294538","Regular satisfaction survey"
"CUST00250","35","Two year","Low","0.19421060859137695","Regular satisfaction survey"
"CUST00251","39","One year","Low","0.395085149341624","Regular satisfaction survey"
"CUST00252","29","Month-to-month","Medium","0.6733106700897435","Targeted loyalty offer"
"CUST00253","8","One year","Low","0.17788491700891826","Regular satisfaction survey"
"CUST00254","63","Two year","Low","0.017104410887860366","Regular satisfaction survey"
"CUST00255","32","Two year","Low","0.1464496770610405","Regular satisfaction survey"
"CUST00256","51","One year","Low","0.19297517503231215","Regular satisfaction survey"
"CUST00257","13","One year","Medium","0.6682983059967041","Targeted loyalty offer"
"CUST00258","52","One year","Low","0.13405700757978692","Regular satisfaction survey"
"CUST00259","58","One year","Low","0.05627494553498518","Regular satisfaction survey"
"CUST00260","40","One year","Low","0.22562160864192538","Regular satisfaction survey"
"CUST00261","67","Two year","Low","0.07176198052022995","Regular satisfaction survey"
"CUST00262","67","One year","Low","0.08271331190723198","Regular satisfaction survey"
"CUST00263","7","Month-to-month","Medium","0.6868200604428633","Targeted loyalty offer"
"CUST00264","1","Two year","Medium","0.5991844861694084","Targeted loyalty offer"
"CUST00265","40","Two year","Low","0.12396532953585908","Regular satisfaction survey"
"CUST00266","54","Month-to-month","Low","0.3285786146422229","Regular satisfaction survey"
"CUST00267","15","Month-to-month","Low","0.2647499267162637","Regular satisfaction survey"
"CUST00268","61","Two year","Low","0.10372471469934652","Regular satisfaction survey"
"CUST00269","47","One year","Low","0.06160965537919435","Regular satisfaction survey"
"CUST00270","29","Two year","Low","0.21182505659907577","Regular satisfaction survey"
"CUST00271","11","Two year","Medium","0.4287799559588106","Targeted loyalty offer"
"CUST00272","34","Month-to-month","Low","0.11949134162433896","Regular satisfaction survey"
"CUST00273","10","Two year","Medium","0.5385723905252662","Targeted loyalty offer"
"CUST00274","63","One year","Low","0.20675415989307142","Regular satisfaction survey"
"CUST00275","49","Month-to-month","Low","0.13041687933083163","Regular satisfaction survey"
"CUST00276","20","Two year","Low","0.13886070422981556","Regular satisfaction survey"
"CUST00277","68","Two year","Low","0.021280504428675157","Regular satisfaction survey"
"CUST00278","47","One year","Low","0.2566212776733737","Regular satisfaction survey"
"CUST00279","19","Two year","Low","0.047648799724133724","Regular satisfaction survey"
"CUST00280","66","Two year","Low","0.04084183779743277","Regular satisfaction survey"
"CUST00281","43","Two year","Low","0.048660796397040594","Regular satisfaction survey"
"CUST00282","32","Two year","Low","0.2964056384697468","Regular satisfaction survey"
"CUST00283","60","One year","Low","0.07297242181889768","Regular satisfaction survey"
"CUST00284","8","Two year","Low","0.29989517399688814","Regular satisfaction survey"
"CUST00285","67","Two year","Low","0.07845643065128131","Regular satisfaction survey"
"CUST00286","34","Two year","Low","0.07550765932523563","Regular satisfaction survey"
"CUST00287","64","Month-to-month","Low","0.16173558417201042","Regular satisfaction survey"
"CUST00288","7","One year","Medium","0.6424184478493448","Targeted loyalty offer"
"CUST00289","44","Month-to-month","Medium","0.6303931283125305","Targeted loyalty offer"
"CUST00290","46","Month-to-month","Low","0.0794197046498998","Regular satisfaction survey"
"CUST00291","39","One year","Low","0.34305049623264133","Regular satisfaction survey"
"CUST00292","53","Month-to-month","Low","0.3277766502345878","Regular satisfaction survey"
"CUST00293","45","Month-to-month","Low","0.09463352629383087","Regular satisfaction survey"
"CUST00294","46","Month-to-month","Medium","0.4736340640616024","Targeted loyalty offer"
"CUST00295","14","One year","Medium","0.4416121232137229","Targeted loyalty offer"
"CUST00296","18","Two year","Low","0.15167769446095314","Regular satisfaction survey"
"CUST00297","25","One year","Medium","0.49891871298964546","Targeted loyalty offer"
"CUST00298","51","One year","Low","0.05079456726968768","Regular satisfaction survey"
"CUST00299","21","One year","Medium","0.5289053509864515","Targeted loyalty offer"
"CUST00300","20","Month-to-month","Medium","0.47401030508048914","Targeted loyalty offer"
"CUST00301","50","Two year","Low","0.0196270179085423","Regular satisfaction survey"
"CUST00302","37","One year","Low","0.3252496157735689","Regular satisfaction survey"
"CUST00303","19","One year","Medium","0.44695654633742343","Targeted loyalty offer"
"CUST00304","28","Two year","Low","0.0629052969207372","Regular satisfaction survey"
"CUST00305","50","Two year","Low","0.019068549924469345","Regular satisfaction survey"
"CUST00306","3","Two year","Low","0.2959319337792395","Regular satisfaction survey"
"CUST00307","54","Month-to-month","Low","0.30660442122011095","Regular satisfaction survey"
"CUST00308","70","Two year","Low","0.10486559447914252","Regular satisfaction survey"
"CUST00309","27","Month-to-month","High","0.7168998169805191","Offer 1-year contract with 15% discount"
"CUST00310","3","One year","Low","0.22436538570856218","Regular satisfaction survey"
"CUST00311","21","Month-to-month","Medium","0.4003640717216049","Targeted loyalty offer"
"CUST00312","44","Two year","Low","0.2001907159571824","Regular satisfaction survey"
"CUST00313","66","Month-to-month","Low","0.09845299392024967","Regular satisfaction survey"
"CUST00314","65","Two year","Low","0.09190049272377648","Regular satisfaction survey"
"CUST00315","33","Month-to-month","Low","0.1726857864130409","Regular satisfaction survey"
"CUST00316","54","One year","Low","0.39536951363475925","Regular satisfaction survey"
"CUST00317","0","Month-to-month","Medium","0.6124498151511799","Targeted loyalty offer"
"CUST00318","71","One year","Low","0.07205250263341323","Regular satisfaction survey"
"CUST00319","37","Two year","Low","0.3126667277672174","Regular satisfaction survey"
"CUST00320","5","One year","Medium","0.6750898346775724","Targeted loyalty offer"
"CUST00321","24","Two year","Low","0.30288269969722587","Regular satisfaction survey"
"CUST00322","16","Two year","Low","0.0883158709297334","Regular satisfaction survey"
"CUST00323","60","One year","Low","0.1631551156162574","Regular satisfaction survey"
"CUST00324","11","One year","Low","0.31974679220089186","Regular satisfaction survey"
"CUST00325","5","Month-to-month","High","0.8047867602275093","Offer 1-year contract with 15% discount"
"CUST00326","26","Month-to-month","Low","0.1747422462717556","Regular satisfaction survey"
"CUST00327","7","One year","Low","0.36338641788128045","Regular satisfaction survey"
"CUST00328","64","One year","Low","0.1426486928618349","Regular satisfaction survey"
"CUST00329","56","One year","Low","0.11545699848877054","Regular satisfaction survey"
"CUST00330","39","One year","Medium","0.4856834520156144","Targeted loyalty offer"
"CUST00331","13","Two year","Low","0.2586624530895497","Regular satisfaction survey"
"CUST00332","34","One year","Low","0.09457742376917609","Regular satisfaction survey"
"CUST00333","47","One year","Low","0.36802874521139894","Regular satisfaction survey"
"CUST00334","55","One year","Low","0.17573232451809837","Regular satisfaction survey"
"CUST00335","48","One year","Low","0.1411793133816192","Regular satisfaction survey"
"CUST00336","12","Two year","Low","0.12177859840010949","Regular satisfaction survey"
"CUST00337","60","Month-to-month","Medium","0.5149290190242737","Targeted loyalty offer"
"CUST00338","48","Month-to-month","Medium","0.4321828393464985","Targeted loyalty offer"
"CUST00339","45","Month-to-month","Medium","0.4014260604180335","Targeted loyalty offer"
"CUST00340","61","Month-to-month","Low","0.2338969928072355","Regular satisfaction survey"
"CUST00341","7","Month-to-month","Low","0.2392278915987193","Regular satisfaction survey"
"CUST00342","42","Two year","Low","0.15224586746095095","Regular satisfaction survey"
"CUST00343","19","Month-to-month","Low","0.2856251659111016","Regular satisfaction survey"
"CUST00344","38","Two year","Low","0.3001449381533094","Regular satisfaction survey"
"CUST00345","48","Two year","Low","0.027114065691054727","Regular satisfaction survey"
"CUST00346","63","Month-to-month","Low","0.10599259666312594","Regular satisfaction survey"
"CUST00347","61","Month-to-month","Low","0.06575108148134003","Regular satisfaction survey"
"CUST00348","53","Month-to-month","Medium","0.4074753597186249","Targeted loyalty offer"
"CUST00349","8","One year","Medium","0.4891490709524355","Targeted loyalty offer"
"CUST00350","36","Two year","Low","0.20177449329962371","Regular satisfaction survey"
"CUST00351","48","Month-to-month","Low","0.22925103994153911","Regular satisfaction survey"
"CUST00352","40","One year","Low","0.039045320977275755","Regular satisfaction survey"
"CUST00353","16","Two year","Low","0.05828333885931076","Regular satisfaction survey"
"CUST00354","20","One year","Low","0.08840594848136747","Regular satisfaction survey"
"CUST00355","50","One year","Low","0.09797112067426184","Regular satisfaction survey"
"CUST00356","58","Month-to-month","Low","0.08867973957721405","Regular satisfaction survey"
"CUST00357","38","Two year","Low","0.18740205203383928","Regular satisfaction survey"
"CUST00358","54","One year","Low","0.2340114796449972","Regular satisfaction survey"
"CUST00359","40","Two year","Low","0.024219145546530565","Regular satisfaction survey"
"CUST00360","38","Month-to-month","Medium","0.5966695049321324","Targeted loyalty offer"
"CUST00361","12","Two year","Low","0.21542077146920374","Regular satisfaction survey"
"CUST00362","63","One year","Low","0.09530152641984475","Regular satisfaction survey"
"CUST00363","10","One year","Low","0.2652978784793236","Regular satisfaction survey"
"CUST00364","18","Two year","Low","0.28640982080386085","Regular satisfaction survey"
"CUST00365","10","One year","Medium","0.6903829806392172","Targeted loyalty offer"
